teacher_subset_id,image_path,dataset_source,teacher_subset_bucket,selected,line_count,prefix_ok,role_separation_ok,verdict_polarity_ok,leakage,generic,teacher_generation_error,clean_before_repair,clean_after_repair,teacher_comment_3line,repaired_teacher_comment_3line
teacher__70__aadb__farm1_386_20189395322_4e0eccdefe_b.jpg__a5c8ac87,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_386_20189395322_4e0eccdefe_b.jpg,aadb,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__71__aadb__farm4_3728_20261663345_195e193913_b.jpg__a8b4e6a6,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm4_3728_20261663345_195e193913_b.jpg,aadb,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__72__ava__23968.jpg__5b81cd78,/home/omen_pc1/ava/images/23968.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__73__ava__91372.jpg__765a23a1,/home/omen_pc1/ava/images/91372.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__74__ava__551330.jpg__e31cfa84,/home/omen_pc1/ava/images/551330.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__75__aadb__farm1_426_20179170345_140c768e97_b.jpg__ea77b9c2,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_426_20179170345_140c768e97_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__76__ava__827658.jpg__b098dc1f,/home/omen_pc1/ava/images/827658.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__77__ava__546643.jpg__298d2eb4,/home/omen_pc1/ava/images/546643.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__78__ava__334916.jpg__6b77e5c9,/home/omen_pc1/ava/images/334916.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__79__ava__921261.jpg__4920e85f,/home/omen_pc1/ava/images/921261.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__80__ava__952167.jpg__3bbf278c,/home/omen_pc1/ava/images/952167.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__81__ava__330773.jpg__d8df7d23,/home/omen_pc1/ava/images/330773.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__82__ava__488759.jpg__5c2d3077,/home/omen_pc1/ava/images/488759.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__83__aadb__farm1_384_20009567880_f091d304ae_b.jpg__afdf6734,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_384_20009567880_f091d304ae_b.jpg,aadb,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__84__ava__294971.jpg__c133fb6c,/home/omen_pc1/ava/images/294971.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__85__aadb__farm1_386_19946308978_de7f5d63bb_b.jpg__d3a1843d,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_386_19946308978_de7f5d63bb_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__86__ava__550326.jpg__787eb463,/home/omen_pc1/ava/images/550326.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__87__ava__197160.jpg__d6cd376a,/home/omen_pc1/ava/images/197160.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__88__ava__153203.jpg__3f6856a2,/home/omen_pc1/ava/images/153203.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__89__ava__841498.jpg__aa8c7414,/home/omen_pc1/ava/images/841498.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__90__ava__300533.jpg__7eaaff03,/home/omen_pc1/ava/images/300533.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__91__aadb__farm1_307_20118493121_1714474325_b.jpg__34757e16,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_307_20118493121_1714474325_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__92__ava__236478.jpg__0ee94ba4,/home/omen_pc1/ava/images/236478.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__93__ava__424154.jpg__02b60f85,/home/omen_pc1/ava/images/424154.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__94__ava__124278.jpg__f00d8ea5,/home/omen_pc1/ava/images/124278.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__95__ava__783224.jpg__2066d440,/home/omen_pc1/ava/images/783224.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__96__ava__651664.jpg__6cbdd471,/home/omen_pc1/ava/images/651664.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__97__aadb__farm1_288_19943225839_d4afcd8941_b.jpg__fed326c5,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_288_19943225839_d4afcd8941_b.jpg,aadb,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__98__ava__921646.jpg__6265a5a1,/home/omen_pc1/ava/images/921646.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__99__aadb__farm1_305_19998360805_ddbb341e7e_b.jpg__5dfe2018,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_305_19998360805_ddbb341e7e_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__100__aadb__farm1_362_19544622863_ee9f72631c_b.jpg__eba77705,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_362_19544622863_ee9f72631c_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__101__ava__2349.jpg__1e0d76c2,/home/omen_pc1/ava/images/2349.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__102__ava__646467.jpg__0bba1620,/home/omen_pc1/ava/images/646467.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__103__ava__344909.jpg__a717b859,/home/omen_pc1/ava/images/344909.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__104__ava__578909.jpg__7dbdcce3,/home/omen_pc1/ava/images/578909.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__105__aadb__farm1_380_20016667010_ff2dcb3bed_b.jpg__fe6b9e59,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_380_20016667010_ff2dcb3bed_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__106__ava__96871.jpg__357a3c3f,/home/omen_pc1/ava/images/96871.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__107__ava__661189.jpg__a9f83641,/home/omen_pc1/ava/images/661189.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__108__ava__60482.jpg__fb547771,/home/omen_pc1/ava/images/60482.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__109__ava__510775.jpg__0d37177c,/home/omen_pc1/ava/images/510775.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__110__ava__41906.jpg__392d45e4,/home/omen_pc1/ava/images/41906.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__111__ava__232598.jpg__9558d03b,/home/omen_pc1/ava/images/232598.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__112__ava__824762.jpg__f66ae4fb,/home/omen_pc1/ava/images/824762.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__113__ava__648495.jpg__a4c32b48,/home/omen_pc1/ava/images/648495.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__114__ava__175944.jpg__3f9087ab,/home/omen_pc1/ava/images/175944.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__115__ava__164983.jpg__a340a405,/home/omen_pc1/ava/images/164983.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__116__ava__270454.jpg__d56b81c5,/home/omen_pc1/ava/images/270454.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__117__ava__96544.jpg__548a105d,/home/omen_pc1/ava/images/96544.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__118__aadb__farm1_302_19959273166_97984aa5f3_b.jpg__3f61f43b,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_302_19959273166_97984aa5f3_b.jpg,aadb,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__119__ava__738145.jpg__78fd7731,/home/omen_pc1/ava/images/738145.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__120__ava__91062.jpg__eb680481,/home/omen_pc1/ava/images/91062.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__121__ava__828277.jpg__83faf77b,/home/omen_pc1/ava/images/828277.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__122__aadb__farm1_377_19533066754_5a45600dfc_b.jpg__47d3c30b,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_377_19533066754_5a45600dfc_b.jpg,aadb,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__123__ava__938379.jpg__c4a500f0,/home/omen_pc1/ava/images/938379.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__124__aadb__farm1_382_19438108523_392540e917_b.jpg__c8652fcc,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_382_19438108523_392540e917_b.jpg,aadb,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__125__ava__516379.jpg__ad1dec83,/home/omen_pc1/ava/images/516379.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__126__aadb__farm1_320_20081432532_dbffd1f16a_b.jpg__dad537cf,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_320_20081432532_dbffd1f16a_b.jpg,aadb,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__127__aadb__farm1_373_20080558272_fe85ded511_b.jpg__3aab2b93,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_373_20080558272_fe85ded511_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__128__ava__59985.jpg__b3bc116c,/home/omen_pc1/ava/images/59985.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__129__ava__17867.jpg__4d788d77,/home/omen_pc1/ava/images/17867.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__130__ava__594561.jpg__cecdb0a8,/home/omen_pc1/ava/images/594561.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__131__ava__319695.jpg__4b31aa70,/home/omen_pc1/ava/images/319695.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__132__aadb__farm1_359_20007098569_a212f4bc7a_b.jpg__2b777042,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_359_20007098569_a212f4bc7a_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__133__ava__251358.jpg__30c5b873,/home/omen_pc1/ava/images/251358.jpg,ava,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__134__aadb__farm1_331_19997404570_7ef1a79e6d_b.jpg__9fd3d129,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_331_19997404570_7ef1a79e6d_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__135__aadb__farm1_491_20022503368_5b46ff9615_b.jpg__87713b46,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_491_20022503368_5b46ff9615_b.jpg,aadb,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__136__aadb__farm1_374_19913351290_3ed1a18c3b_b.jpg__b2865474,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_374_19913351290_3ed1a18c3b_b.jpg,aadb,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__137__ava__521528.jpg__b1a98ed1,/home/omen_pc1/ava/images/521528.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__138__ava__294865.jpg__9590b400,/home/omen_pc1/ava/images/294865.jpg,ava,rejected_low,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__139__ava__779780.jpg__6ba60e80,/home/omen_pc1/ava/images/779780.jpg,ava,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
teacher__140__aadb__farm1_291_19659282193_dcaf7ab9c2_b.jpg__6194d9e4,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_291_19659282193_dcaf7ab9c2_b.jpg,aadb,middle_near_miss,False,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis."
teacher__141__aadb__farm1_365_19520253064_4d3e500442_b.jpg__32733ccc,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_365_19520253064_4d3e500442_b.jpg,aadb,selected_high,True,3,True,True,True,False,False,,True,True,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background."
